model,game_id,treatment,language,personality_condition,society,n_players,n_periods,endowment,mpcr,mean_contribution,mean_contribution_by_period,antisocial_punishment_total,agent1_personality,agent1_contributions,agent1_total_contributed,agent1_total_earnings,agent1_contrib_fallbacks,agent1_punish_fallbacks,agent2_personality,agent2_contributions,agent2_total_contributed,agent2_total_earnings,agent2_contrib_fallbacks,agent2_punish_fallbacks,agent3_personality,agent3_contributions,agent3_total_contributed,agent3_total_earnings,agent3_contrib_fallbacks,agent3_punish_fallbacks,agent4_personality,agent4_contributions,agent4_total_contributed,agent4_total_earnings,agent4_contrib_fallbacks,agent4_punish_fallbacks
qwen25-7b-instruct,P_en_neutral_0,P,en,neutral,none,4,10,20,0.4,12.525,"[10.0, 9.5, 13.5, 13.25, 12.25, 14.0, 10.75, 14.5, 14.25, 13.25]",118.0,none,"[10, 10, 15, 14, 13, 12, 18, 15, 18, 13]",138,62.8,0,0,none,"[10, 6, 15, 12, 7, 15, 8, 13, 15, 13]",114,62.8,0,0,none,"[10, 12, 12, 15, 14, 15, 5, 15, 12, 15]",125,72.8,0,0,none,"[10, 10, 12, 12, 15, 14, 12, 15, 12, 12]",124,103.0,0,0
qwen25-7b-instruct,P_en_neutral_1,P,en,neutral,none,4,10,20,0.4,16.1,"[11.25, 14.5, 17.75, 16.75, 14.75, 14.5, 16.5, 18.0, 18.75, 18.25]",153.0,none,"[10, 20, 18, 18, 15, 12, 15, 15, 18, 18]",159,56.6,0,0,none,"[15, 15, 17, 17, 16, 16, 18, 19, 20, 20]",173,38.2,0,0,none,"[10, 11, 18, 15, 10, 12, 18, 20, 20, 20]",154,53.8,0,0,none,"[10, 12, 18, 17, 18, 18, 15, 18, 17, 15]",158,70.0,0,0
qwen25-7b-instruct,P_en_neutral_2,P,en,neutral,none,4,10,20,0.4,12.475,"[8.0, 12.5, 9.25, 12.75, 13.75, 12.5, 14.25, 12.75, 14.75, 14.25]",160.0,none,"[5, 15, 10, 10, 15, 12, 13, 12, 14, 15]",121,70.4,0,0,none,"[10, 10, 15, 11, 15, 13, 14, 14, 18, 15]",135,27.0,0,0,none,"[5, 10, 12, 10, 10, 15, 12, 15, 12, 12]",113,75.4,0,0,none,"[12, 15, 0, 20, 15, 10, 18, 10, 15, 15]",130,34.0,0,0
qwen25-7b-instruct,P_en_neutral_3,P,en,neutral,none,4,10,20,0.4,14.55,"[9.5, 14.25, 13.75, 14.0, 15.0, 15.75, 15.25, 16.5, 17.75, 13.75]",143.0,none,"[8, 12, 10, 15, 18, 13, 10, 18, 20, 15]",139,76.0,0,0,none,"[15, 12, 17, 13, 14, 14, 18, 18, 17, 5]",143,33.2,0,0,none,"[10, 18, 12, 16, 13, 20, 18, 12, 16, 20]",155,55.8,0,0,none,"[5, 15, 16, 12, 15, 16, 15, 18, 18, 15]",145,50.2,0,0
qwen25-7b-instruct,P_en_neutral_4,P,en,neutral,none,4,10,20,0.4,12.425,"[5.75, 10.5, 11.25, 13.0, 13.75, 14.5, 13.75, 12.75, 14.25, 14.75]",151.0,none,"[5, 7, 6, 10, 12, 15, 12, 12, 13, 15]",107,54.4,0,0,none,"[5, 10, 15, 12, 15, 10, 15, 14, 15, 12]",123,26.2,0,0,none,"[5, 10, 9, 12, 13, 15, 16, 15, 13, 18]",126,32.8,0,0,none,"[8, 15, 15, 18, 15, 18, 12, 10, 16, 14]",141,34.0,0,0
qwen25-7b-instruct,P_en_neutral_5,P,en,neutral,none,4,10,20,0.4,14.85,"[13.75, 13.25, 14.0, 15.0, 16.0, 16.0, 14.25, 16.25, 15.25, 14.75]",170.0,none,"[5, 8, 17, 16, 19, 15, 15, 15, 16, 12]",138,45.2,0,0,none,"[20, 15, 10, 16, 15, 15, 15, 17, 15, 14]",152,68.6,0,0,none,"[20, 15, 17, 18, 15, 17, 15, 15, 18, 18]",168,35.4,0,0,none,"[10, 15, 12, 10, 15, 17, 12, 18, 12, 15]",136,48.0,0,0
qwen25-7b-instruct,P_en_neutral_6,P,en,neutral,none,4,10,20,0.4,14.65,"[12.25, 13.75, 14.25, 16.5, 13.5, 16.0, 15.75, 11.75, 17.25, 15.5]",189.0,none,"[10, 15, 12, 15, 12, 12, 14, 16, 20, 16]",142,12.8,0,0,none,"[10, 15, 15, 18, 18, 17, 16, 15, 16, 18]",158,4.4,0,0,none,"[19, 10, 12, 18, 16, 15, 15, 16, 18, 18]",157,10.2,0,0,none,"[10, 15, 18, 15, 8, 20, 18, 0, 15, 10]",129,10.8,0,0
qwen25-7b-instruct,P_en_neutral_7,P,en,neutral,none,4,10,20,0.4,11.925,"[7.0, 11.0, 11.25, 14.0, 16.25, 10.0, 12.25, 12.5, 12.5, 12.5]",222.0,none,"[10, 12, 14, 15, 15, 5, 18, 15, 15, 10]",129,3.4,0,0,none,"[5, 10, 12, 1, 15, 10, 15, 15, 15, 10]",108,37.6,0,0,none,"[8, 12, 18, 20, 20, 15, 15, 15, 10, 20]",153,0.4,0,0,none,"[5, 10, 1, 20, 15, 10, 1, 5, 10, 10]",87,15.8,0,0
qwen25-7b-instruct,P_en_neutral_8,P,en,neutral,none,4,10,20,0.4,16.4,"[16.25, 16.5, 17.75, 17.75, 20.0, 13.75, 17.0, 16.25, 17.0, 11.75]",244.0,none,"[10, 18, 18, 15, 20, 15, 15, 15, 15, 15]",156,20.6,0,0,none,"[20, 15, 20, 20, 20, 20, 15, 20, 20, 0]",170,16.8,0,0,none,"[20, 18, 18, 18, 20, 0, 20, 15, 15, 15]",159,23.2,0,0,none,"[15, 15, 15, 18, 20, 20, 18, 15, 18, 17]",171,12.4,0,0
qwen25-7b-instruct,P_en_neutral_9,P,en,neutral,none,4,10,20,0.4,13.125,"[10.5, 11.25, 12.5, 10.25, 13.0, 15.5, 14.75, 12.25, 15.75, 15.5]",150.0,none,"[12, 15, 10, 16, 10, 15, 16, 10, 18, 15]",137,45.6,0,0,none,"[10, 12, 11, 12, 15, 14, 15, 13, 15, 14]",131,40.8,0,0,none,"[10, 10, 15, 12, 12, 15, 13, 14, 16, 20]",137,41.2,0,0,none,"[10, 8, 14, 1, 15, 18, 15, 12, 14, 13]",120,60.0,0,0
qwen25-7b-instruct,P_fr_neutral_0,P,fr,neutral,none,4,10,20,0.4,15.55,"[6.25, 15.75, 17.0, 16.25, 15.75, 16.5, 14.25, 17.25, 18.25, 18.25]",154.0,none,"[10, 15, 20, 15, 15, 15, 15, 16, 18, 20]",159,60.0,0,0,none,"[10, 18, 18, 15, 15, 15, 15, 20, 19, 20]",165,54.2,0,0,none,"[5, 15, 15, 20, 18, 18, 12, 18, 18, 15]",154,96.8,0,0,none,"[0, 15, 15, 15, 15, 18, 15, 15, 18, 18]",144,95.4,0,0
qwen25-7b-instruct,P_fr_neutral_1,P,fr,neutral,none,4,10,20,0.4,13.1,"[8.25, 13.5, 13.5, 13.0, 15.0, 13.5, 11.75, 11.25, 15.0, 16.25]",152.0,none,"[5, 12, 14, 15, 12, 18, 15, 15, 15, 15]",136,80.0,0,0,none,"[10, 15, 10, 12, 15, 14, 5, 12, 15, 15]",123,43.2,0,0,none,"[8, 12, 15, 15, 15, 10, 12, 18, 15, 15]",135,89.2,0,0,none,"[10, 15, 15, 10, 18, 12, 15, 0, 15, 20]",130,77.4,0,0
qwen25-7b-instruct,P_fr_neutral_2,P,fr,neutral,none,4,10,20,0.4,14.1,"[9.0, 14.0, 11.25, 16.75, 12.25, 14.75, 13.5, 16.0, 17.5, 16.0]",147.0,none,"[15, 12, 18, 18, 10, 15, 15, 18, 19, 16]",156,48.8,0,0,none,"[3, 12, 0, 15, 10, 12, 10, 15, 15, 15]",107,66.4,0,0,none,"[8, 12, 12, 16, 14, 16, 12, 15, 18, 18]",141,31.8,0,0,none,"[10, 20, 15, 18, 15, 16, 17, 16, 18, 15]",160,44.0,0,0
qwen25-7b-instruct,P_fr_neutral_3,P,fr,neutral,none,4,10,20,0.4,14.275,"[13.75, 13.75, 15.25, 15.0, 15.25, 15.25, 15.75, 15.0, 16.25, 7.5]",266.0,none,"[10, 15, 15, 18, 15, 15, 18, 10, 20, 10]",146,17.0,0,0,none,"[15, 15, 15, 15, 13, 15, 15, 15, 15, 0]",133,0.0,0,0,none,"[20, 10, 16, 15, 18, 15, 15, 15, 15, 20]",159,13.4,0,0,none,"[10, 15, 15, 12, 15, 16, 15, 20, 15, 0]",133,0.0,0,0
qwen25-7b-instruct,P_fr_neutral_4,P,fr,neutral,none,4,10,20,0.4,14.6,"[7.75, 16.25, 16.25, 13.75, 17.5, 13.75, 11.5, 16.75, 15.0, 17.5]",203.0,none,"[1, 15, 20, 15, 20, 10, 5, 15, 20, 20]",141,27.8,0,0,none,"[10, 15, 15, 15, 20, 15, 5, 20, 10, 15]",140,45.4,0,0,none,"[10, 20, 15, 15, 15, 15, 18, 12, 15, 20]",155,13.4,0,0,none,"[10, 15, 15, 10, 15, 15, 18, 20, 15, 15]",148,24.0,0,0
qwen25-7b-instruct,P_fr_neutral_5,P,fr,neutral,none,4,10,20,0.4,12.9,"[8.75, 7.5, 13.75, 13.25, 14.25, 13.75, 13.0, 16.0, 13.0, 15.75]",128.0,none,"[0, 10, 15, 16, 12, 8, 12, 20, 10, 15]",118,82.4,0,0,none,"[5, 10, 10, 15, 15, 15, 15, 15, 18, 18]",136,88.4,0,0,none,"[15, 10, 20, 15, 15, 20, 15, 14, 8, 15]",147,90.2,0,0,none,"[15, 0, 10, 7, 15, 12, 10, 15, 16, 15]",115,114.6,0,0
qwen25-7b-instruct,P_fr_neutral_6,P,fr,neutral,none,4,10,20,0.4,12.35,"[5.5, 9.0, 15.0, 16.25, 12.75, 14.25, 11.5, 10.75, 15.75, 12.75]",188.0,none,"[10, 8, 15, 12, 18, 12, 15, 16, 18, 18]",142,10.0,0,0,none,"[10, 10, 15, 17, 12, 15, 0, 10, 15, 0]",104,39.2,0,0,none,"[2, 8, 12, 16, 6, 15, 16, 2, 15, 13]",105,12.4,0,0,none,"[0, 10, 18, 20, 15, 15, 15, 15, 15, 20]",143,14.6,0,0
qwen25-7b-instruct,P_fr_neutral_7,P,fr,neutral,none,4,10,20,0.4,13.45,"[8.5, 12.25, 14.0, 12.25, 16.75, 13.75, 10.75, 14.0, 16.75, 15.5]",135.0,none,"[10, 12, 14, 13, 14, 15, 4, 10, 18, 18]",128,58.4,0,0,none,"[10, 13, 14, 15, 20, 15, 15, 18, 16, 20]",156,49.0,0,0,none,"[6, 12, 14, 10, 20, 15, 10, 15, 18, 12]",132,92.8,0,0,none,"[8, 12, 14, 11, 13, 10, 14, 13, 15, 12]",122,92.8,0,0
qwen25-7b-instruct,P_fr_neutral_8,P,fr,neutral,none,4,10,20,0.4,12.375,"[10.75, 10.75, 9.25, 13.5, 14.0, 16.5, 13.75, 8.25, 12.75, 14.25]",168.0,none,"[10, 11, 12, 14, 18, 15, 12, 15, 10, 15]",132,18.6,0,0,none,"[7, 16, 10, 15, 8, 18, 15, 12, 10, 10]",121,28.0,0,0,none,"[16, 4, 5, 10, 15, 13, 13, 5, 18, 13]",112,18.4,0,0,none,"[10, 12, 10, 15, 15, 20, 15, 1, 13, 19]",130,9.0,0,0
qwen25-7b-instruct,P_fr_neutral_9,P,fr,neutral,none,4,10,20,0.4,13.5,"[10.0, 11.25, 14.0, 13.75, 12.25, 12.0, 15.0, 16.25, 15.0, 15.5]",166.0,none,"[10, 10, 12, 15, 14, 14, 14, 15, 15, 15]",134,68.0,0,0,none,"[10, 15, 14, 15, 15, 12, 15, 15, 15, 15]",141,50.0,0,0,none,"[10, 10, 20, 10, 10, 10, 13, 15, 15, 17]",130,66.8,0,0,none,"[10, 10, 10, 15, 10, 12, 18, 20, 15, 15]",135,62.2,0,0
qwen25-7b-instruct,P_ar_neutral_0,P,ar,neutral,none,4,10,20,0.4,12.125,"[10.5, 12.0, 14.75, 10.25, 8.75, 15.25, 14.0, 15.5, 6.75, 13.5]",195.0,none,"[10, 15, 15, 8, 10, 20, 18, 15, 4, 12]",127,31.6,0,0,none,"[12, 10, 15, 12, 12, 18, 15, 12, 3, 15]",124,37.0,0,0,none,"[10, 8, 14, 5, 12, 15, 15, 20, 10, 15]",124,33.0,0,0,none,"[10, 15, 15, 16, 1, 8, 8, 15, 10, 12]",110,39.4,0,0
qwen25-7b-instruct,P_ar_neutral_1,P,ar,neutral,none,4,10,20,0.4,13.4,"[11.5, 14.0, 13.0, 13.5, 16.75, 10.0, 14.75, 15.25, 14.0, 11.25]",203.0,none,"[15, 16, 10, 18, 20, 5, 15, 20, 15, 10]",144,1.4,0,0,none,"[12, 10, 15, 12, 18, 12, 14, 15, 10, 15]",133,11.0,0,0,none,"[7, 15, 12, 14, 15, 10, 15, 12, 15, 5]",120,16.2,0,0,none,"[12, 15, 15, 10, 14, 13, 15, 14, 16, 15]",139,12.0,0,0
qwen25-7b-instruct,P_ar_neutral_2,P,ar,neutral,none,4,10,20,0.4,14.55,"[14.25, 16.0, 14.25, 15.75, 15.0, 16.5, 14.25, 12.0, 11.5, 16.0]",191.0,none,"[12, 18, 5, 15, 10, 18, 16, 12, 12, 16]",134,29.2,0,0,none,"[20, 15, 18, 16, 18, 18, 15, 15, 10, 20]",165,1.8,0,0,none,"[10, 15, 16, 12, 14, 18, 16, 5, 8, 10]",124,8.0,0,0,none,"[15, 16, 18, 20, 18, 12, 10, 16, 16, 18]",159,10.8,0,0
qwen25-7b-instruct,P_ar_neutral_3,P,ar,neutral,none,4,10,20,0.4,13.55,"[10.0, 13.75, 11.5, 16.0, 12.0, 15.5, 15.0, 11.25, 15.0, 15.5]",244.0,none,"[10, 15, 7, 12, 10, 20, 15, 10, 15, 15]",129,13.8,0,0,none,"[10, 10, 12, 15, 8, 12, 17, 10, 15, 20]",129,24.4,0,0,none,"[10, 15, 15, 17, 15, 15, 10, 15, 15, 15]",142,6.2,0,0,none,"[10, 15, 12, 20, 15, 15, 18, 10, 15, 12]",142,14.2,0,0
qwen25-7b-instruct,P_ar_neutral_4,P,ar,neutral,none,4,10,20,0.4,13.175,"[9.25, 11.25, 15.25, 14.0, 14.0, 13.25, 13.0, 12.0, 13.75, 16.0]",234.0,none,"[10, 8, 15, 15, 15, 5, 12, 10, 15, 18]",123,15.0,0,0,none,"[10, 15, 15, 12, 10, 18, 15, 10, 15, 15]",135,14.4,0,0,none,"[12, 10, 15, 14, 15, 15, 15, 10, 12, 15]",133,2.4,0,0,none,"[5, 12, 16, 15, 16, 15, 10, 18, 13, 16]",136,10.8,0,0
qwen25-7b-instruct,P_ar_neutral_5,P,ar,neutral,none,4,10,20,0.4,12.4,"[9.25, 11.5, 11.5, 14.25, 11.25, 14.75, 12.25, 13.25, 14.75, 11.25]",207.0,none,"[5, 10, 10, 15, 10, 12, 15, 15, 18, 10]",120,17.8,0,0,none,"[5, 12, 10, 15, 10, 15, 10, 15, 18, 10]",120,10.8,0,0,none,"[12, 10, 8, 15, 15, 12, 12, 13, 3, 10]",110,25.0,0,0,none,"[15, 14, 18, 12, 10, 20, 12, 10, 20, 15]",146,0.0,0,0
qwen25-7b-instruct,P_ar_neutral_6,P,ar,neutral,none,4,10,20,0.4,12.85,"[10.0, 14.25, 12.0, 15.5, 13.75, 8.75, 12.25, 12.5, 14.25, 15.25]",196.0,none,"[8, 10, 12, 15, 18, 13, 15, 10, 15, 18]",134,12.8,0,0,none,"[10, 17, 3, 18, 10, 0, 1, 10, 5, 15]",89,25.0,0,0,none,"[12, 15, 18, 14, 15, 12, 18, 15, 20, 10]",149,5.8,0,0,none,"[10, 15, 15, 15, 12, 10, 15, 15, 17, 18]",142,11.6,0,0
qwen25-7b-instruct,P_ar_neutral_7,P,ar,neutral,none,4,10,20,0.4,12.825,"[12.5, 11.25, 15.25, 13.0, 15.0, 14.5, 13.0, 5.75, 14.0, 14.0]",241.0,none,"[10, 15, 16, 12, 12, 15, 15, 5, 16, 12]",128,11.8,0,0,none,"[20, 0, 15, 15, 15, 15, 15, 5, 10, 12]",122,5.2,0,0,none,"[10, 15, 20, 10, 15, 16, 12, 8, 15, 12]",133,17.8,0,0,none,"[10, 15, 10, 15, 18, 12, 10, 5, 15, 20]",130,4.6,0,0
qwen25-7b-instruct,P_ar_neutral_8,P,ar,neutral,none,4,10,20,0.4,12.85,"[11.0, 15.0, 14.0, 12.75, 13.5, 17.5, 8.25, 13.0, 10.75, 12.75]",191.0,none,"[12, 20, 15, 15, 16, 20, 15, 12, 15, 18]",158,5.0,0,0,none,"[10, 10, 15, 18, 10, 20, 1, 15, 0, 8]",107,31.4,0,0,none,"[12, 15, 10, 0, 12, 15, 1, 10, 10, 10]",95,37.0,0,0,none,"[10, 15, 16, 18, 16, 15, 16, 15, 18, 15]",154,11.8,0,0
qwen25-7b-instruct,P_ar_neutral_9,P,ar,neutral,none,4,10,20,0.4,13.575,"[12.0, 12.5, 12.5, 14.25, 15.0, 15.5, 13.0, 10.0, 15.75, 15.25]",191.0,none,"[10, 13, 5, 15, 15, 20, 18, 12, 15, 18]",141,10.4,0,0,none,"[13, 10, 18, 12, 15, 18, 7, 10, 15, 13]",131,0.0,0,0,none,"[15, 15, 12, 10, 14, 10, 15, 8, 18, 10]",127,8.0,0,0,none,"[10, 12, 15, 20, 16, 14, 12, 10, 15, 20]",144,2.2,0,0
qwen25-7b-instruct,P_cn_neutral_0,P,cn,neutral,none,4,10,20,0.4,11.825,"[11.25, 13.0, 12.25, 9.5, 7.5, 15.0, 15.25, 12.25, 10.25, 12.0]",130.0,none,"[5, 15, 15, 10, 15, 20, 15, 15, 20, 15]",145,24.0,0,0,none,"[10, 10, 5, 15, 5, 10, 15, 15, 5, 10]",100,61.0,0,0,none,"[10, 15, 15, 12, 5, 15, 15, 18, 15, 18]",138,31.2,0,0,none,"[20, 12, 14, 1, 5, 15, 16, 1, 1, 5]",90,67.8,0,0
qwen25-7b-instruct,P_cn_neutral_1,P,cn,neutral,none,4,10,20,0.4,13.1,"[13.0, 13.25, 12.0, 11.75, 15.0, 15.0, 15.0, 11.75, 11.25, 13.0]",102.0,none,"[20, 13, 15, 5, 15, 15, 15, 15, 5, 15]",133,95.4,0,0,none,"[12, 15, 10, 10, 17, 15, 20, 2, 15, 10]",126,91.6,0,0,none,"[15, 10, 14, 18, 12, 15, 15, 16, 10, 15]",140,107.0,0,0,none,"[5, 15, 9, 14, 16, 15, 10, 14, 15, 12]",125,85.8,0,0
qwen25-7b-instruct,P_cn_neutral_2,P,cn,neutral,none,4,10,20,0.4,10.65,"[8.0, 11.0, 13.0, 15.25, 5.75, 15.0, 8.5, 12.75, 6.5, 10.75]",135.0,none,"[2, 20, 15, 10, 10, 15, 5, 1, 5, 10]",93,87.0,0,0,none,"[10, 8, 10, 15, 2, 15, 5, 15, 1, 10]",91,83.6,0,0,none,"[10, 8, 12, 18, 1, 15, 12, 15, 15, 18]",124,60.4,0,0,none,"[10, 8, 15, 18, 10, 15, 12, 20, 5, 5]",118,60.4,0,0
qwen25-7b-instruct,P_cn_neutral_3,P,cn,neutral,none,4,10,20,0.4,13.625,"[9.5, 14.25, 13.0, 15.25, 14.0, 11.25, 14.0, 15.5, 13.75, 15.75]",167.0,none,"[5, 12, 10, 13, 13, 14, 15, 15, 15, 18]",130,50.8,0,0,none,"[10, 15, 15, 20, 18, 15, 5, 12, 15, 18]",143,24.0,0,0,none,"[15, 10, 15, 12, 10, 1, 18, 15, 20, 12]",128,41.6,0,0,none,"[8, 20, 12, 16, 15, 15, 18, 20, 5, 15]",144,6.6,0,0
qwen25-7b-instruct,P_cn_neutral_4,P,cn,neutral,none,4,10,20,0.4,13.65,"[14.0, 13.5, 12.0, 13.25, 12.5, 18.0, 13.25, 13.25, 14.25, 12.5]",131.0,none,"[16, 18, 10, 18, 12, 18, 15, 15, 18, 10]",150,78.4,0,0,none,"[15, 20, 15, 10, 10, 20, 18, 5, 15, 15]",143,64.6,0,0,none,"[15, 14, 5, 15, 18, 18, 15, 15, 12, 15]",142,80.4,0,0,none,"[10, 2, 18, 10, 10, 16, 5, 18, 12, 10]",111,96.4,0,0
qwen25-7b-instruct,P_cn_neutral_5,P,cn,neutral,none,4,10,20,0.4,12.625,"[12.0, 13.0, 15.5, 14.5, 13.5, 12.5, 8.25, 10.25, 15.75, 11.0]",137.0,none,"[15, 10, 12, 14, 5, 5, 5, 15, 10, 1]",92,65.6,0,0,none,"[15, 15, 20, 15, 18, 15, 16, 15, 20, 10]",159,20.0,0,0,none,"[10, 15, 20, 15, 13, 15, 10, 1, 18, 15]",132,34.4,0,0,none,"[8, 12, 10, 14, 18, 15, 2, 10, 15, 18]",122,11.0,0,0
qwen25-7b-instruct,P_cn_neutral_6,P,cn,neutral,none,4,10,20,0.4,13.65,"[13.75, 14.25, 17.0, 15.75, 14.5, 10.25, 11.25, 14.5, 15.75, 9.5]",144.0,none,"[10, 15, 17, 15, 10, 8, 5, 15, 15, 20]",130,75.8,0,0,none,"[20, 12, 14, 13, 18, 20, 15, 13, 18, 1]",144,76.0,0,0,none,"[10, 15, 17, 15, 20, 1, 10, 15, 15, 2]",120,89.2,0,0,none,"[15, 15, 20, 20, 10, 12, 15, 15, 15, 15]",152,44.4,0,0
qwen25-7b-instruct,P_cn_neutral_7,P,cn,neutral,none,4,10,20,0.4,11.1,"[6.0, 13.0, 14.75, 11.0, 10.0, 11.75, 12.25, 11.75, 13.0, 7.5]",125.0,none,"[8, 12, 15, 10, 12, 15, 10, 12, 15, 15]",124,35.8,0,0,none,"[10, 15, 16, 13, 14, 10, 14, 10, 10, 10]",122,71.0,0,0,none,"[1, 10, 15, 8, 1, 15, 10, 15, 12, 5]",92,77.4,0,0,none,"[5, 15, 13, 13, 13, 7, 15, 10, 15, 0]",106,82.0,0,0
qwen25-7b-instruct,P_cn_neutral_8,P,cn,neutral,none,4,10,20,0.4,14.425,"[11.25, 13.0, 12.5, 15.75, 15.5, 15.25, 16.5, 13.0, 15.0, 16.5]",174.0,none,"[0, 10, 10, 15, 20, 15, 20, 17, 20, 20]",147,16.6,0,0,none,"[10, 15, 15, 10, 15, 13, 17, 15, 15, 17]",142,42.0,0,0,none,"[15, 15, 10, 18, 15, 15, 15, 5, 10, 14]",132,37.6,0,0,none,"[20, 12, 15, 20, 12, 18, 14, 15, 15, 15]",156,18.0,0,0
qwen25-7b-instruct,P_cn_neutral_9,P,cn,neutral,none,4,10,20,0.4,13.7,"[8.75, 14.75, 18.25, 16.5, 14.5, 11.75, 14.75, 15.0, 9.5, 13.25]",108.0,none,"[10, 15, 20, 16, 18, 18, 20, 15, 12, 18]",162,93.0,0,0,none,"[5, 15, 20, 15, 20, 18, 20, 15, 10, 15]",153,123.0,0,0,none,"[10, 15, 18, 20, 4, 1, 10, 15, 15, 15]",123,172.0,0,0,none,"[10, 14, 15, 15, 16, 10, 9, 15, 1, 5]",110,165.0,0,0
qwen25-7b-instruct,P_vn_neutral_0,P,vn,neutral,none,4,10,20,0.4,10.425,"[8.0, 11.5, 12.0, 13.5, 11.0, 5.75, 7.5, 11.25, 13.75, 10.0]",153.0,none,"[4, 10, 15, 10, 5, 12, 10, 15, 20, 20]",121,49.0,0,0,none,"[5, 10, 7, 20, 15, 10, 5, 10, 15, 10]",107,75.0,0,0,none,"[8, 16, 16, 12, 12, 0, 10, 12, 5, 5]",96,41.4,0,0,none,"[15, 10, 10, 12, 12, 1, 5, 8, 15, 5]",93,57.2,0,0
qwen25-7b-instruct,P_vn_neutral_1,P,vn,neutral,none,4,10,20,0.4,12.25,"[8.75, 11.75, 12.5, 14.25, 13.5, 13.5, 14.25, 10.5, 13.0, 10.5]",103.0,none,"[10, 10, 15, 15, 19, 15, 12, 10, 15, 10]",131,115.2,0,0,none,"[10, 10, 10, 10, 15, 12, 15, 10, 15, 10]",117,138.0,0,0,none,"[10, 12, 15, 12, 5, 15, 15, 12, 12, 12]",120,119.4,0,0,none,"[5, 15, 10, 20, 15, 12, 15, 10, 10, 10]",122,87.6,0,0
qwen25-7b-instruct,P_vn_neutral_2,P,vn,neutral,none,4,10,20,0.4,11.175,"[12.0, 12.5, 10.5, 9.0, 9.75, 13.75, 12.5, 10.0, 8.0, 13.75]",73.0,none,"[10, 15, 15, 15, 12, 15, 15, 10, 0, 15]",122,137.8,0,0,none,"[8, 10, 15, 14, 5, 15, 12, 15, 12, 10]",116,150.0,0,0,none,"[20, 10, 12, 5, 10, 15, 8, 5, 10, 20]",115,174.8,0,0,none,"[10, 15, 0, 2, 12, 10, 15, 10, 10, 10]",94,144.8,0,0
qwen25-7b-instruct,P_vn_neutral_3,P,vn,neutral,none,4,10,20,0.4,10.125,"[9.0, 11.25, 10.0, 13.5, 11.25, 7.75, 10.5, 12.75, 7.5, 7.75]",99.0,none,"[5, 12, 10, 12, 15, 1, 10, 10, 2, 1]",78,114.2,0,0,none,"[1, 3, 10, 15, 10, 10, 12, 16, 10, 10]",97,116.0,0,0,none,"[10, 15, 10, 15, 12, 5, 10, 20, 3, 10]",110,87.6,0,0,none,"[20, 15, 10, 12, 8, 15, 10, 5, 15, 10]",120,74.2,0,0
qwen25-7b-instruct,P_vn_neutral_4,P,vn,neutral,none,4,10,20,0.4,11.4,"[6.75, 11.0, 13.0, 14.25, 13.75, 12.5, 10.0, 11.0, 10.5, 11.25]",94.0,none,"[5, 7, 10, 15, 10, 10, 10, 15, 10, 10]",102,114.6,0,0,none,"[10, 12, 12, 14, 15, 10, 10, 14, 12, 10]",119,110.6,0,0,none,"[10, 15, 15, 8, 15, 10, 20, 10, 15, 15]",133,103.6,0,0,none,"[2, 10, 15, 20, 15, 20, 0, 5, 5, 10]",102,98.8,0,0
qwen25-7b-instruct,P_vn_neutral_5,P,vn,neutral,none,4,10,20,0.4,10.45,"[7.75, 6.5, 11.75, 13.0, 7.25, 14.25, 9.75, 10.75, 13.5, 10.0]",81.0,none,"[8, 6, 20, 20, 2, 20, 1, 10, 15, 10]",112,71.8,0,0,none,"[5, 0, 4, 10, 12, 15, 10, 8, 12, 15]",91,100.0,0,0,none,"[10, 10, 15, 10, 10, 10, 13, 15, 12, 5]",110,91.0,0,0,none,"[8, 10, 8, 12, 5, 12, 15, 10, 15, 10]",105,126.8,0,0
qwen25-7b-instruct,P_vn_neutral_6,P,vn,neutral,none,4,10,20,0.4,10.4,"[7.0, 11.75, 12.5, 12.75, 14.5, 11.5, 12.0, 7.25, 10.0, 4.75]",144.0,none,"[5, 15, 15, 12, 15, 10, 13, 1, 15, 1]",102,83.4,0,0,none,"[10, 12, 15, 12, 13, 12, 10, 8, 10, 3]",105,84.2,0,0,none,"[8, 10, 8, 12, 15, 12, 15, 10, 10, 5]",105,77.2,0,0,none,"[5, 10, 12, 15, 15, 12, 10, 10, 5, 10]",104,85.4,0,0
qwen25-7b-instruct,P_vn_neutral_7,P,vn,neutral,none,4,10,20,0.4,8.95,"[7.25, 8.75, 11.25, 10.0, 7.75, 9.0, 10.75, 6.75, 10.25, 7.75]",103.0,none,"[5, 10, 10, 10, 1, 15, 15, 2, 15, 1]",84,118.0,0,0,none,"[10, 15, 10, 10, 5, 1, 10, 8, 1, 12]",82,131.6,0,0,none,"[4, 0, 10, 8, 10, 10, 8, 2, 15, 8]",75,55.6,0,0,none,"[10, 10, 15, 12, 15, 10, 10, 15, 10, 10]",117,85.2,0,0
